search_type,username,retweet_count,created_at,favourite_count,hashtags,tweet_id,text,location,to,mined_at,quote_username
username,TCS,1,21/07/2020 06:54:32,3,#TCSiExcel #TCSWomenInBusiness #LeadToInfluence,1285468183487365120,"Over 100 TCSers have joined #TCSiExcel this year and are ready for a 10 day intensive leadership program where they can network, grow and seize new opportunities! #TCSWomenInBusiness #LeadToInfluence",,,24/08/2020 21:33:13,
username,TCS,7,21/07/2020 06:54:06,76,#TCSWomenInBusiness #LeadToInfluence,1285468075526025216,"The 15th Chapter of TCS iExcel - a program for Emerging Women Leaders in Business began yesterday. We were joined by our CEO & MD, Rajesh Gopinathan who encouraged our participants to question boldly and take ownership of their careers. #TCSWomenInBusiness #LeadToInfluence",,,24/08/2020 21:33:13,
username,TCS,0,21/07/2020 06:42:55,12,#TCSiExcel #TCSWomenInBusiness #LeadToInfluence,1285465260627857408,"Over 100 TCSers have joined #TCSiExcel this year and are ready for a 10 day intensive leadership program where they can network, grow and seize new opportunities! #TCSWomenInBusiness #LeadToInfluence",,,24/08/2020 21:33:13,
username,TCS,13,20/07/2020 15:50:33,56,#digitaltwin #SummerSim20 #TCSTwinX,1285240688616112129,Join us at the 2020 Summer Simulation Virtual Conference tomorrow for a session on simulation-driven #digitaltwin approach for CSPs. Register here: https://on.tcs.com/32DtcoE #SummerSim20 #TCSTwinX,,,24/08/2020 21:33:13,
username,TCS,8,17/07/2020 10:26:07,51,#webinar #insurers #digital,1284071879477612544,"The next #webinar in the ‘Towards Resilient Growth’ webinar series will be held exclusively for #insurers in South Africa to help them accelerate their #digital transformation roadmap &amp; create new business models. For registration, reach out to us at tcsmea.events@tcs.com",,,24/08/2020 21:33:13,
username,TCS,4,17/07/2020 06:01:42,33,#Pharma #POV #technological #LifeSciences,1284005335091630080,"How can #Pharma companies transform themselves to be ready for new challenges? Here's our #POV, where we discuss how #technological interventions &amp; collaboration with industry peers will be crucial for recovery: https://on.tcs.com/2Cg9pRd #LifeSciences",,,24/08/2020 21:33:13,
username,TCS,8,16/07/2020 13:01:29,43,#NewBeginning #TCSInnovation,1283748590863564800,"Our Keynote speaker, @kramanuj, President, Business and Technology Services, TCS, shared his insights about the need for organizations to become future ready enterprises. Know more: http://on.tcs.com/3gDWoAi #NewBeginning ​#TCSInnovation",,,24/08/2020 21:33:13,@kramanuj
username,TCS,3,15/07/2020 15:28:52,33,#TCSInnovation #NewBeginning #Retail #CPG,1283423290883575808,"It’s a wrap! Thank you for joining the 4th edition of the virtual #TCSInnovation Forum: A #NewBeginning - Operating Remotely &amp; Autonomously. We will be back soon with the 5th edition that will focus on Consumer Behavior, and Changes to #Retail &amp; #CPG Customer Experience.",,,24/08/2020 21:33:13,
username,TCS,3,15/07/2020 15:14:14,36,#TCSInnovation #NewBeginning,1283419611514335232,"At the 4th edition of our fully digital #TCSInnovation Forum, we were delighted to hear from global leaders from @JNJNews and @PostNordSverige, as they discussed realizing the vision of remote &amp; autonomous operations. #NewBeginning",,,24/08/2020 21:33:13,@JNJNews @PostNordSverige
username,TCS,8,15/07/2020 14:53:36,37,#haptics #TCSInnovation #robotics,1283414418844315648,"""The industry is waiting for new robots,"" says Prof Ohnishi as he discusses real #haptics at the #TCSInnovation Forum. According to him, 70% of the market needs are yet to be met, and #robotics needs to evolve rapidly with sharper decision-making skills.",,,24/08/2020 21:33:13,
username,TCS,5,15/07/2020 14:51:06,29,#Innovation #robots #TCSInnovation,1283413786829848577,"Dr. Balamuralidhar P from the Research & #Innovation unit of TCS, shares his view on how #robots and humans can interact and co-work, enabling autonomous operation across industries. #TCSInnovation",,,24/08/2020 21:33:13,
username,TCS,6,15/07/2020 14:21:39,21,#TCSInnovation #NewBeginning,1283406375243051008,"At the ongoing #TCSInnovation Forum, our keynote speaker, Krishnan Ramanujan, President of Business &amp; Technology Services at TCS, shares insights on the need for organizations to become future-ready enterprises. Know more: http://on.tcs.com/3gDWoAi | #NewBeginning",,,24/08/2020 21:33:13,
username,TCS,12,15/07/2020 14:13:25,37,#TCSInnovation #IoT,1283404307044294656,"Regu Ayyaswamy, Senior VP & Global Head, Internet of Things and Engineering & Industrial Services, TCS, sets the context at #TCSInnovation Forum on how emerging technologies like #IoT enable people, products, processes and even complete plants to get connected &amp; operate remotely.",,,24/08/2020 21:33:13,
username,TCS,3,15/07/2020 14:06:04,20,#TCSInnovation,1283402453942067200,The 4th edition of the #TCSInnovation Forum has officially kicked off! @spenley opens the virtual event that is centered on ‘Operating Remotely and Autonomously’. Stay tuned for more updates. Here's more: http://on.tcs.com/3gDWoAi,,,24/08/2020 21:33:13,@spenley
username,TCS,1,15/07/2020 10:21:20,19,#TCSInnovation #NewBeginning,1283345900295749632,"The fourth virtual #TCSInnovation Forum on ‘Operating Remotely and Autonomously’ will feature Susanta Bhattacharjee of @JNJNews, @Chokk2 of PostNord and Prof. Kouhei Ohnishi of Keio university. Find out more: http://on.tcs.com/3gDWoAi #NewBeginning",,,24/08/2020 21:33:13,@JNJNews @Chokk2
username,TCS,9,15/07/2020 09:43:50,59,,1283336461358518273,"Our @abhijitmazumder, CIO, TCS discusses how our transformative working model, TCS' Secure Borderless Workspaces™ is making the new work order a reality, in a panel discussion on 'Creating a digital ecosystem for the new normal' by @forbes_india. Watch:",,,24/08/2020 21:33:13,@abhijitmazumder @forbes_india
username,TCS,5,14/07/2020 14:43:34,39,#CatalystCountdown #Telecommunications,1283049504208490504,Join us at @tmforumorg's Catalyst Digital Showcase event as we demonstrate our proof-of-concept project: Business Assurance Mega-Catalyst. Register here: https://on.tcs.com/3gxeFhH #CatalystCountdown #Telecommunications,,,24/08/2020 21:33:13,@tmforumorg
username,TCS,6,14/07/2020 09:43:51,59,#TCSInnovation,1282974077397856258,"We're excited to announce that the fourth event in our fully digital #TCSInnovation Forum series will go live on July 15. Curated by Pace Port™ Tokyo, this edition will focus on re-imagining businesses with connected systems. For more updates, read: https://on.tcs.com/3frtAdr",,,24/08/2020 21:33:13,
username,TCS,8,13/07/2020 09:45:32,63,#COVID19 #LifeSciences #Cloud #Automation,1282612114192916480,The aftermath of #COVID19 will lead to more fundamental changes in the #LifeSciences industry. Here are three key areas that companies in the sector need to set their sights on to become more resilient and agile: https://bit.ly/3iVVKzs #Cloud #Automation,,,24/08/2020 21:33:13,
username,TCS,6,13/07/2020 06:33:14,42,#CSPs #pandemic #PoV #automated,1282563721802518528,"Communications Service Providers (#CSPs) are leveraging innovative tools and technologies to adapt to the #pandemic. Here's our #PoV on how to become resilient with insights-driven, remote and #automated network operations: https://on.tcs.com/2Oj9Yw3",,,24/08/2020 21:33:13,
username,TCS,7,13/07/2020 05:23:37,45,#CSPs #CatalystCountdown #Telecommunication #Telcos,1282546200739082240,Join us at @TMForumorg's Catalyst Digital Showcase event as we demonstrate our proof-of-concept project: From Ecosystem to Opportunity – A playbook approach for #CSPs. Register here: https://on.tcs.com/3gxeFhH #CatalystCountdown #Telecommunication #Telcos,,,24/08/2020 21:33:13,@tmforumorg
username,TCS,9,11/07/2020 08:05:05,64,#LifeSciences #Business4dot0 #COVID19,1281862057642438656,#LifeSciences companies have been pulling together to battle the pandemic with remarkable adoption of Business 4.0™ technologies. Here are three key areas that companies can set their sights on to become more resilient &amp; agile: https://bit.ly/3iVVKzs #Business4dot0 #COVID19,,,24/08/2020 21:33:13,
username,TCS,4,10/07/2020 06:12:38,35,#transformation #innovation #tech,1281471372246622213,Technology companies must continue to be enablers of #transformation &amp; #innovation across industries. Learn why creating end-to-end purpose driven solutions rather than siloed products will give #tech firms a sustainable competitive edge: https://on.tcs.com/38J5ZlZ,,,24/08/2020 21:33:13,
username,TCS,15,09/07/2020 14:43:16,84,#TCSQ1 #ICYMI #TCSQ1,1281237489311612930,Highlights from the #TCSQ1 FY 20-21 results. #ICYMI Download the #TCSQ1 FY 2020-21 Press Release: •USD: https://on.tcs.com/Q1FY21-PR-USD •INR: https://on.tcs.com/Q1FY21-PR-INR,,,24/08/2020 21:33:13,
username,TCS,4,09/07/2020 13:18:27,31,#TCSQ1,1281216143651307525,Download the #TCSQ1 FY 2020-21 Fact Sheet: https://on.tcs.com/Q1FY21-Factsheet,,,24/08/2020 21:33:13,
username,TCS,2,09/07/2020 13:17:38,19,#TCSQ1,1281215939912949762,Download links #TCSQ1 FY 2020-21: •IFRS (USD): https://on.tcs.com/Q1FY21-IFRS-USD •IFRS (INR): https://on.tcs.com/Q1FY21-IFRS-INR,,,24/08/2020 21:33:13,
username,TCS,3,09/07/2020 13:16:38,13,#TCSQ1,1281215689936658432,Download links - #TCSQ1 FY 2020-21: • Indian AS (Consolidated): https://on.tcs.com/Q1FY21-IND-AS • Indian AS (Condensed): https://on.tcs.com/Q1FY21-Consolidated-IND-AS,,,24/08/2020 21:33:13,
username,TCS,2,09/07/2020 13:15:33,21,#TCSQ1,1281215414131765263,Download the #TCSQ1 FY 2020-21 Press Release: •USD: https://on.tcs.com/Q1FY21-PR-USD •INR: https://on.tcs.com/Q1FY21-PR-INR,,,24/08/2020 21:33:13,
username,TCS,7,09/07/2020 13:13:49,65,#TCSQ1,1281214980403019777,"Despite the continued uncertainty and weakness in all major economies, we have had very healthy deal closures and a strong pipeline - N Ganapathy Subramaniam, COO & Executive Director #TCSQ1",,,24/08/2020 21:33:13,
username,TCS,7,09/07/2020 13:13:08,25,#TCSSBWS #TCSQ1,1281214807421489153,"Our Secure Borderless Workspaces™ model has been institutionalized. We have been able to seamlessly adapt and extend it to prospect for new business, sell, contract and execute programs - N Ganapathy Subramaniam, COO & Executive Director #TCSSBWS #TCSQ1",,,24/08/2020 21:33:13,
username,TCS,3,09/07/2020 13:12:09,44,#TCSQ1,1281214560519680006,"Disciplined execution resulted in superior cash conversion and a strong cash balance that positions us very well to weather the downturn - V Ramakrishnan, CFO #TCSQ1",,,24/08/2020 21:33:13,
username,TCS,16,09/07/2020 13:04:59,73,#wellbeing #TCSQ1,1281212754418794497,"Our primary concern has been for our employees’ health and #wellbeing. We have implemented several initiatives to intensify employee engagement and provide them the support and resources they need to tide over this difficult time - Milind Lakkad, CHRO #TCSQ1",,,24/08/2020 21:33:13,
username,TCS,3,09/07/2020 13:04:39,63,#TCSQ1,1281212670713057281,"Lifelong learning is a core value of TCS - Milind Lakkad, CHRO #TCSQ1",,,24/08/2020 21:33:13,
username,TCS,6,09/07/2020 13:03:21,38,#TCSQ1,1281212343242743808,"Won the 2020 @SAP® Pinnacle Award in the category Integrated Delivery Partner of the Year, in recognition of our outstanding contributions as an SAP partner, innovative approach &amp; capacity to challenge what is possible, in helping customers achieve their goals. #TCSQ1",,,24/08/2020 21:33:13,@SAP
username,TCS,11,09/07/2020 13:02:22,48,#TCSQ1,1281212099327229953,"Ranked among Top 100 US brands, across all industries, by @BrandFinance for the sixth year in a row. TCS was ranked 59, up two places from last year. #TCSQ1",,,24/08/2020 21:33:13,@BrandFinance
username,TCS,8,09/07/2020 13:01:55,35,#TCSQ1,1281211983115608065,"Ranked #1 in Customer Satisfaction in the UK by customers responding to Europe’s largest independent survey of IT service providers, carried out by Whitelane Research. #TCSQ1 @TCS_UKI",,,24/08/2020 21:33:13,@TCS_UKI
username,TCS,2,09/07/2020 13:01:14,43,#employees #TCSQ1,1281211813762174978,"Over 353,000 #employees have been trained on multiple new technologies, and over 417,000 have been trained on Agile methods. #TCSQ1",,,24/08/2020 21:33:13,
username,TCS,7,09/07/2020 13:00:48,69,#TCSQ1,1281211704982925312,"TCSers logged in 7.9m learning hours in Q1, a 28% increase over the prior quarter. #TCSQ1",,,24/08/2020 21:33:13,
username,TCS,5,09/07/2020 13:00:21,39,#workforce #TCSQ1,1281211591036252166,"Consolidated headcount stood at 443,676 as of June 30, 2020. The #workforce continues to be very diverse, comprising 146 nationalities and with women constituting 36.2% of the base. #TCSQ1",,,24/08/2020 21:33:13,
username,TCS,10,09/07/2020 12:59:44,43,#patents #TCSQ1,1281211433900838912,"As on June 30, 2020, the company has applied for 5,324 #patents, including 108 applied during the quarter, and has been granted 1,471 patents. #TCSQ1",,,24/08/2020 21:33:13,
username,TCS,3,09/07/2020 12:59:17,19,#TCSQ1,1281211322504343552,To enable faster and transparent credit provisioning to a larger set of borrowers. (2/2) #TCSQ1,,,24/08/2020 21:33:13,
username,TCS,8,09/07/2020 12:59:00,71,#TCSQ1,1281211251197046791,"Selected by @RBI for a program of national importance to develop, implement and support the Public Credit Registry (PCR), a digital registry to capture and store the credit information of individual &amp; corporate borrowers in India (1/2) #TCSQ1",,,24/08/2020 21:33:13,@RBI
username,TCS,3,09/07/2020 12:56:39,23,#TCSInnovation #webinars #TCSQ1,1281210658453774337,"The #TCSInnovation Forum, which brings together customers, prospects, start-ups and academic partners every year, was re-imagined into a series of 10 #webinars. #TCSQ1",,,24/08/2020 21:33:13,
username,TCS,4,09/07/2020 12:55:56,25,#insurance #cloud #TCSQ1,1281210476676841472,"Engaged by Tryg Forsikring, a large Nordic non-life #insurance company, to transform the existing infrastructure platform to a modern hybrid #cloud platform powered by TCS Enterprise Cloud Platform, and a leading hyperscale cloud platform. #TCSQ1",,,24/08/2020 21:33:13,
username,TCS,4,09/07/2020 12:54:15,38,#infrastructure #TCSQ1,1281210054838870016,"Won a multi-year deal to manage global #infrastructure operations supporting business platforms, content and product platforms for John Wiley &amp; Sons, Inc., a global leader in research and education. #TCSQ1",,,24/08/2020 21:33:13,
username,TCS,8,09/07/2020 12:53:17,35,#TCSQ1,1281209810470309892,.@AegonUK has selected TCS as their strategic partner to provide end-to-end digital solutions by leveraging new-age technologies and newer ways of working for an extended duration of 3 years. #TCSQ1,,,24/08/2020 21:33:13,@AegonUK
username,TCS,7,09/07/2020 12:51:07,39,#digital #supplychain #TCSQ1,1281209265374425088,"TCS positioned multiple focused offerings to help customers navigate the crisis, around the themes of business continuity, #digital workplaces, customer experience, agile #supplychain, employee onboarding and wellness. #TCSQ1",,,24/08/2020 21:33:13,
username,TCS,6,09/07/2020 12:50:07,32,#cloud #customerexperience #TCSQ1,1281209013221289989,"Won several large deals linked to adoption of new operating models that enhance enterprise resilience, accelerate #cloud adoption, improve #customerexperience in a virtual world, and improve enterprise agility. #TCSQ1",,,24/08/2020 21:33:13,
username,TCS,10,09/07/2020 12:49:41,68,#TCSSBWS #TCSQ1,1281208904320352256,We provided uninterrupted services to customers by switching over to the SBWS™ model. #TCSSBWS #TCSQ1,,,24/08/2020 21:33:13,
username,TCS,8,09/07/2020 12:47:28,27,#TCSQ1,1281208348122046465,"Demand contraction was broad-based by geography. Other than Europe (+2.7%) and Latin America (+0.2%), growth declined in all other markets. North America (-6.1%), UK (-8.5%), India (-27.6%), Asia Pacific (-3.2%), and MEA (-11.7%). #TCSQ1",,,24/08/2020 21:33:13,
username,TCS,10,09/07/2020 12:46:56,22,#BFSI #CPG #Manufacturing #TCSQ1,1281208215716245504,"All other industry verticals showed declines of varying degrees: #BFSI (-4.9%), Retail &amp; #CPG (-12.9%), Communications &amp; Media (-3.6%), #Manufacturing (-7.1%) and Technology &amp; Services (-4%). #TCSQ1",,,24/08/2020 21:33:13,
username,TCS,6,09/07/2020 12:46:22,28,#Healthcare #TCSQ1,1281208070014529537,Life Sciences & #Healthcare continued to grow strongly at 13.8% YoY. #TCSQ1,,,24/08/2020 21:33:13,
username,TCS,14,09/07/2020 12:45:32,60,#customers #NewBeginning #TCSQ1,1281207861503131649,"After an initial period of disruption, #customers have now stabilized their operations and are now embarking on new beginnings to adapt and thrive in a post-pandemic world - Rajesh Gopinathan, CEO &amp; MD. #NewBeginning #TCSQ1",,,24/08/2020 21:33:13,
username,TCS,61,09/07/2020 12:43:31,563,#TCSQ1,1281207354600480768,"#TCSQ1 FY21 Net Profit at Rs.7,008 crore.",,,24/08/2020 21:33:13,
username,TCS,10,09/07/2020 12:43:22,53,#TCSQ1,1281207316050612224,"#TCSQ1 FY21 Revenue at $5,059 million; down 7.8 % Y-o-Y",,,24/08/2020 21:33:13,
username,TCS,4,09/07/2020 12:43:09,35,#TCSQ1,1281207262288031746,#TCSQ1 FY21 Revenue; In Constant Currency terms down 6.3% Y-o-Y,,,24/08/2020 21:33:13,
username,TCS,12,09/07/2020 12:42:42,39,#TCSQ1 #TCSQ1,1281207147234070529,"#TCSQ1 FY 21 Earnings: #TCSQ1 FY21 Revenue at Rs.38,322 crore; up 0.4% Y-o-Y.",,,24/08/2020 21:33:13,
username,TCS,25,08/07/2020 11:44:29,122,#TCSQ1,1280830109918941185,"Watch the #TCSQ1 FY 20-21 Financial Results Press Conference LIVE tomorrow (July 9, 17:30 PM IST) on: - YouTube: http://on.tcs.com/LN92vo - LinkedIn: https://on.tcs.com/2VoguVe Follow @TCS on Twitter for live updates",,,24/08/2020 21:33:13,@TCS
username,TCS,12,08/07/2020 06:32:13,37,#Business4dot0,1280751525829070848,"We are enabling future-readiness in Singapore with our upcoming Digital Acceleration Centre (DAC). Supported by @EDBsg, the centre aims to empower the workforce and drive Singapore's economic recovery post the pandemic. Find out More: https://on.tcs.com/2BEPhIn #Business4dot0",,,24/08/2020 21:33:13,@EDBsg
username,TCS,7,07/07/2020 12:57:35,41,#TCSInnovation #innovations,1280486118136221696,"The 2nd virtual #TCSInnovation Forum was packed with insights and knowledge, as business leaders &amp; experts explored the 'Future of Work, and also latest #innovations in digital technology &amp; business. Read key takeaways here: https://on.tcs.com/2ZNcoZ4",,,24/08/2020 21:33:13,
username,TCS,4,07/07/2020 08:03:23,25,#Travel #Hospitality #PoV #Business4dot0 #TTH,1280412080613421056,"How can the #Travel and #Hospitality sector course-correct post the pandemic? The key is building purpose driven ecosystems focused on customer centricity, that leverage the 'human touch' and technology. Find out more in our #PoV: https://on.tcs.com/2VULgGp #Business4dot0 #TTH",,,24/08/2020 21:33:13,
